,id,group,confirm_count,total_size,completion_rate,start_mean,step_1_mean,step_2_mean,step_3_mean,error_rate
0,client_id,Test,18395,26968,0.6821047167012756,20.866666666666667,1.0,9.05,25.15,0.26332746686758846
1,client_id,Control,15303,23532,0.6503059663437022,19.333333333333332,0.6833333333333333,1.8,25.133333333333333,0.2431096736418006
